,1,2,3,4,5,6,7,8,9,10
1,0.5,0.8333333333333334,1.0,0.9666666666666667,0.75,0.9818181818181818,1.0,1.0,1.0,0.9565217391304348
2,0.9807692307692307,1.0,1.0,1.0,1.0,1.0,0.9473684210526315,1.0,0.875,0.9411764705882353
3,0.9743589743589743,1.0,1.0,0.9375,0.0,1.0,0.9583333333333334,0.9743589743589743,1.0,1.0
4,0.9782608695652174,0.9411764705882353,1.0,1.0,0.967741935483871,0.9166666666666666,1.0,1.0,0.9583333333333334,0.9782608695652174
5,0.9761904761904762,1.0,0.9166666666666666,0.9230769230769231,1.0,1.0,1.0,1.0,0.9411764705882353,1.0
6,0.9811320754716981,1.0,0.9615384615384616,0.9285714285714286,1.0,0.8888888888888888,0.9285714285714286,0.95,0.8,0.9833333333333333
7,1.0,1.0,0.9523809523809523,0.9714285714285714,0.9655172413793104,0.9696969696969697,0.9166666666666666,1.0,0.875,0.8888888888888888
8,1.0,0.6666666666666666,1.0,1.0,1.0,0.9791666666666666,1.0,1.0,1.0,0.9777777777777777
9,0.9795918367346939,0.9473684210526315,1.0,1.0,1.0,0.8571428571428571,1.0,0.9545454545454546,1.0,0.9615384615384616
10,1.0,1.0,0.9411764705882353,0.9375,0.9772727272727273,1.0,0.9814814814814815,0.9642857142857143,1.0,0.0
11,0.8,1.0,1.0,0.8333333333333334,0.975609756097561,0.9791666666666666,1.0,0.9583333333333334,1.0,1.0
12,0.9833333333333333,1.0,1.0,0.9411764705882353,0.96875,1.0,1.0,0.8888888888888888,1.0,1.0
13,1.0,1.0,1.0,1.0,0.96,1.0,1.0,0.0,0.9814814814814815,1.0
14,0.972972972972973,0.9473684210526315,0.9333333333333333,1.0,0.9523809523809523,1.0,0.8571428571428571,1.0,1.0,0.9090909090909091
15,1.0,1.0,0.9787234042553191,0.9,1.0,0.9836065573770492,1.0,0.95,0.9473684210526315,0.9230769230769231
16,0.9444444444444444,0.0,0.9736842105263158,1.0,0.95,0.984375,1.0,1.0,0.9166666666666666,0.9772727272727273
17,0.96875,0.875,1.0,1.0,1.0,0.9545454545454546,1.0,0.9565217391304348,1.0,1.0
