,1,2,3,4,5,6,7,8,9,10
1,0.9,1.0,1.0,0.9761904761904762,1.0,1.0,1.0,1.0,1.0,1.0
2,1.0,0.975,1.0,1.0,1.0,1.0,0.9838709677419355,1.0,1.0,1.0
3,0.0,0.9090909090909091,1.0,1.0,0.9787234042553191,1.0,1.0,1.0,1.0,1.0
4,1.0,1.0,0.9655172413793104,1.0,1.0,1.0,0.96875,0.9795918367346939,1.0,1.0
5,1.0,1.0,1.0,0.9705882352941176,1.0,1.0,0.9714285714285714,1.0,0.9736842105263158,1.0
6,0.9166666666666666,0.875,0.9411764705882353,1.0,0.9565217391304348,1.0,0.9767441860465116,1.0,1.0,1.0
7,0.6666666666666666,0.8571428571428571,1.0,1.0,0.9444444444444444,1.0,1.0,1.0,1.0,1.0
8,0.0,1.0,0.9545454545454546,0.9836065573770492,1.0,0.9166666666666666,1.0,0.9807692307692307,1.0,1.0
9,0.9285714285714286,0.96875,0.9722222222222222,1.0,0.9743589743589743,1.0,1.0,0.98,1.0,1.0
10,0.9523809523809523,0.9166666666666666,0.9777777777777777,0.9615384615384616,1.0,1.0,1.0,1.0,1.0,1.0
11,0.975,1.0,0.9824561403508771,0.9545454545454546,1.0,1.0,1.0,0.9444444444444444,1.0,1.0
12,1.0,0.9705882352941176,0.9803921568627451,0.9795918367346939,0.9767441860465116,0.96,0.9782608695652174,1.0,0.9714285714285714,1.0
13,1.0,0.96,1.0,0.9696969696969697,1.0,0.9761904761904762,1.0,1.0,0.9743589743589743,1.0
14,1.0,1.0,1.0,1.0,0.875,1.0,1.0,0.9841269841269841,1.0,0.975
15,1.0,0.9791666666666666,1.0,1.0,0.9782608695652174,1.0,1.0,1.0,1.0,1.0
16,1.0,0.8333333333333334,1.0,1.0,0.975609756097561,1.0,1.0,1.0,1.0,1.0
17,0.8571428571428571,0.9827586206896551,1.0,1.0,1.0,0.9807692307692307,1.0,1.0,1.0,1.0
18,0.9565217391304348,1.0,1.0,1.0,1.0,0.9722222222222222,1.0,0.972972972972973,1.0,1.0
19,0.6666666666666666,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.9807692307692307,1.0,1.0
20,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21,0.0,1.0,0.9714285714285714,0.9811320754716981,1.0,1.0,1.0,0.975609756097561,1.0,1.0
22,1.0,1.0,1.0,0.967741935483871,1.0,0.9772727272727273,1.0,1.0,1.0,1.0
23,1.0,0.9523809523809523,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24,0.0,1.0,0.972972972972973,1.0,1.0,0.9166666666666666,1.0,1.0,0.9821428571428571,1.0
25,1.0,0.96,0.9629629629629629,0.975,1.0,1.0,1.0,0.9841269841269841,1.0,1.0
26,0.9722222222222222,0.95,0.9811320754716981,1.0,1.0,1.0,1.0,1.0,1.0,1.0
27,0.8571428571428571,1.0,1.0,1.0,0.9818181818181818,1.0,1.0,1.0,1.0,1.0
28,0.5,0.9090909090909091,1.0,1.0,0.9767441860465116,0.9761904761904762,0.975609756097561,1.0,1.0,0.9803921568627451
29,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,0.9767441860465116,0.9736842105263158,1.0,1.0
30,0.8,1.0,0.9444444444444444,0.972972972972973,1.0,1.0,1.0,1.0,1.0,1.0
31,1.0,0.75,1.0,0.9705882352941176,1.0,1.0,1.0,0.9743589743589743,1.0,0.9743589743589743
32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
33,0.9375,0.9811320754716981,0.5,0.98,1.0,1.0,1.0,1.0,1.0,1.0
