,200,220,240,260,280,300,320,340,360,380,400
1,252,143,171,179,66,181,367,65,103,257,134
2,189,506,108,439,474,241,415,149,360,222,133
3,468,236,246,184,128,290,239,127,89,54,445
4,200,301,275,124,603,70,301,142,100,209,125
5,322,339,447,187,280,229,103,236,137,107,123
6,122,69,99,121,91,253,161,139,304,123,180
7,254,79,120,946,53,178,112,452,108,114,50
8,92,88,1204,102,84,84,143,92,96,222,147
9,467,236,116,818,76,261,125,106,300,629,76
10,167,2014,351,174,70,160,170,299,156,470,222
11,76,1016,176,50,273,155,208,254,66,131,153
12,63,95,624,80,92,72,69,319,103,106,119
13,182,78,163,140,270,170,184,134,107,60,143
14,50,558,50,190,366,160,141,109,150,127,157
15,159,221,258,180,289,123,152,398,73,206,316
16,107,140,1808,156,330,65,112,175,326,119,191
17,916,322,220,150,725,132,122,58,155,322,56
18,42,155,600,389,164,131,249,191,257,116,125
19,305,90,234,111,94,187,257,173,149,65,109
20,1387,247,170,79,668,214,238,260,144,303,108
21,805,119,73,340,202,210,130,390,108,117,96
22,275,60,112,162,127,213,186,119,111,150,358
23,42,126,231,118,490,441,57,100,182,106,197
24,981,571,66,294,156,82,68,315,89,74,52
25,119,610,141,143,254,161,377,190,92,141,116
26,271,183,1236,123,84,127,128,207,397,133,125
27,121,984,140,102,173,91,145,215,85,225,333
28,402,41,353,287,134,119,626,116,346,170,210
29,74,67,49,842,119,61,241,154,97,106,299
30,308,130,252,87,466,70,146,128,230,71,85
31,108,98,67,223,117,103,140,324,62,129,111
32,893,775,211,81,128,127,264,117,98,242,100
33,167,459,121,45,112,73,298,65,145,277,116
34,82,60,356,62,147,175,159,114,124,71,118
35,269,630,478,180,89,108,83,59,87,295,207
36,128,108,808,38,321,137,109,210,156,142,148
37,660,285,93,44,91,129,56,130,184,256,224
38,219,363,55,125,48,192,483,108,95,196,108
39,319,277,108,83,173,71,135,147,77,147,330
40,276,534,119,58,172,200,349,247,219,419,134
41,188,83,107,69,240,199,297,126,269,153,175
42,223,821,67,271,370,413,110,106,140,62,86
43,247,4282,80,152,152,85,180,394,140,101,125
44,338,316,385,802,422,108,338,155,105,147,134
45,464,687,265,532,100,201,63,115,155,218,278
46,407,91,74,101,223,97,109,46,252,144,100
47,815,231,75,230,338,244,325,211,125,282,69
48,145,271,376,122,101,118,879,67,230,69,128
49,136,890,381,127,91,80,107,94,171,131,141
50,41,98,986,377,304,198,86,75,92,218,152
51,889,336,107,145,45,133,468,120,151,138,121
52,1061,105,72,151,48,330,304,73,116,124,278
53,323,208,134,148,132,269,285,481,70,92,141
54,233,163,42,173,123,94,60,248,190,167,110
55,259,340,85,80,62,112,189,204,85,112,110
56,527,520,355,270,267,112,68,168,672,410,167
57,79,233,308,211,270,351,141,70,104,136,175
58,97,160,116,259,160,92,193,239,180,103,101
59,123,81,49,227,158,89,142,401,111,132,164
60,108,140,651,991,386,218,153,189,92,151,165
61,153,134,183,53,105,142,101,144,168,136,189
62,282,209,708,155,246,225,202,255,113,131,136
63,86,70,351,370,90,74,128,136,163,129,148
64,90,116,97,727,383,253,77,532,241,129,142
65,408,201,125,196,87,263,143,119,267,188,118
66,250,89,570,1064,163,236,217,66,177,89,134
67,230,570,73,135,187,191,173,226,390,851,160
68,95,61,242,74,248,282,137,147,232,111,59
69,956,57,191,459,375,261,128,65,132,100,94
70,80,356,424,330,83,369,210,158,87,117,141
71,79,75,287,65,949,87,221,238,127,111,201
72,224,70,89,1076,517,247,138,88,101,115,149
73,811,302,895,277,493,335,115,137,174,246,169
74,53,45,199,122,149,102,255,118,424,164,95
75,2204,46,487,211,67,64,276,433,135,78,197
76,96,238,248,722,116,290,200,244,240,88,139
77,86,100,64,691,423,427,73,185,198,95,101
78,216,299,201,348,455,573,253,121,369,168,141
79,856,75,102,158,57,229,140,111,80,382,82
80,705,324,337,119,272,162,329,122,304,71,252
81,1825,683,477,409,89,99,471,207,93,128,138
82,274,68,625,142,106,239,89,151,144,176,220
83,105,194,90,51,73,364,470,172,134,160,150
84,123,199,51,2707,46,79,137,438,123,81,134
85,249,82,756,272,951,175,344,282,118,181,97
86,399,133,69,387,527,112,257,753,143,113,117
87,1241,140,485,293,233,117,129,78,104,320,109
88,55,136,595,264,113,307,378,75,125,78,119
89,42,106,232,128,94,188,142,250,177,80,163
90,1053,606,59,828,169,94,138,53,98,233,94
91,140,323,675,54,184,87,61,118,118,131,155
92,533,83,585,179,309,187,188,138,89,250,841
93,407,192,85,98,71,108,209,321,55,156,87
94,2229,292,438,467,145,382,465,139,166,309,152
95,1278,139,179,147,103,67,85,422,90,201,209
96,150,666,300,128,296,208,582,148,68,62,46
97,93,260,72,104,115,236,204,228,188,79,253
98,77,276,278,83,753,78,144,97,95,139,128
99,32,102,128,71,109,167,86,85,132,123,104
100,141,167,176,904,281,148,102,119,444,115,103
