,150,170,190,210,230,250
1,0.9166666666666666,0.9714285714285714,0.9807692307692307,0.6666666666666666,1.0,1.0
2,1.0,0.8571428571428571,0.9743589743589743,1.0,0.9722222222222222,0.9782608695652174
3,0.9473684210526315,0.8333333333333334,1.0,1.0,0.9629629629629629,1.0
4,0.6666666666666666,1.0,0.9473684210526315,0.9615384615384616,1.0,1.0
5,0.9,1.0,0.9375,1.0,1.0,1.0
6,0.9375,1.0,0.967741935483871,1.0,1.0,0.5
7,1.0,0.9629629629629629,0.9666666666666667,1.0,1.0,0.9791666666666666
8,1.0,1.0,0.75,0.875,1.0,0.8
9,0.9545454545454546,0.9333333333333333,0.8,1.0,1.0,1.0
10,0.9411764705882353,1.0,0.9,1.0,0.8,1.0
11,0.9565217391304348,1.0,0.9705882352941176,0.9545454545454546,1.0,1.0
12,0.9090909090909091,1.0,0.9795918367346939,1.0,1.0,1.0
13,0.95,0.9736842105263158,1.0,0.975609756097561,1.0,1.0
14,0.9761904761904762,1.0,1.0,1.0,0.98,0.975
15,1.0,0.9772727272727273,1.0,1.0,0.9166666666666666,1.0
16,0.9629629629629629,1.0,0.8,0.9583333333333334,1.0,1.0
17,0.9565217391304348,1.0,1.0,0.975609756097561,1.0,0.9795918367346939
18,0.96,0.967741935483871,0.9444444444444444,0.75,0.9333333333333333,1.0
19,0.9444444444444444,1.0,0.967741935483871,1.0,0.0,1.0
20,0.9444444444444444,1.0,0.975609756097561,0.8333333333333334,0.8571428571428571,1.0
21,0.6666666666666666,0.9411764705882353,1.0,0.9666666666666667,0.9852941176470589,1.0
22,0.9655172413793104,0.9090909090909091,1.0,0.9,0.9743589743589743,1.0
23,0.875,1.0,1.0,0.9444444444444444,1.0,1.0
24,0.5,1.0,1.0,0.9375,1.0,1.0
25,1.0,0.9166666666666666,1.0,1.0,1.0,1.0
26,0.9333333333333333,0.9615384615384616,0.9565217391304348,0.9230769230769231,0.984375,1.0
27,0.8333333333333334,0.6666666666666666,1.0,1.0,1.0,0.9411764705882353
28,0.8571428571428571,1.0,0.9523809523809523,1.0,1.0,1.0
29,0.9411764705882353,1.0,1.0,1.0,1.0,0.98
30,0.9565217391304348,1.0,0.9411764705882353,0.9803921568627451,0.9375,0.96875
31,0.9473684210526315,0.9818181818181818,0.5,0.967741935483871,1.0,1.0
32,1.0,0.9565217391304348,1.0,1.0,0.8,1.0
33,0.8,1.0,0.9285714285714286,0.9767441860465116,1.0,0.8
34,0.75,0.8,0.9772727272727273,0.8571428571428571,1.0,0.9473684210526315
35,0.0,1.0,0.967741935483871,1.0,0.9230769230769231,0.9841269841269841
36,0.8888888888888888,0.9565217391304348,1.0,0.0,0.9523809523809523,0.9615384615384616
37,1.0,1.0,1.0,1.0,1.0,1.0
38,0.75,0.9523809523809523,0.8,0.5,1.0,1.0
39,0.875,0.9714285714285714,0.972972972972973,1.0,0.9444444444444444,1.0
40,1.0,1.0,1.0,0.975,1.0,0.9791666666666666
41,0.0,0.9,0.9736842105263158,0.9642857142857143,1.0,1.0
42,1.0,1.0,0.9583333333333334,1.0,0.967741935483871,1.0
43,0.875,1.0,0.0,1.0,1.0,1.0
44,0.96,0.972972972972973,0.9090909090909091,1.0,0.9473684210526315,1.0
45,0.9782608695652174,1.0,0.9787234042553191,0.9696969696969697,1.0,1.0
46,0.8888888888888888,1.0,0.9795918367346939,1.0,1.0,1.0
47,1.0,1.0,1.0,1.0,1.0,0.96875
48,0.9285714285714286,1.0,1.0,1.0,1.0,1.0
49,1.0,0.9333333333333333,0.6666666666666666,0.8,1.0,1.0
50,0.9818181818181818,0.96,1.0,1.0,1.0,1.0
51,0.96875,0.9787234042553191,0.9333333333333333,0.9230769230769231,1.0,0.875
52,1.0,0.9473684210526315,1.0,1.0,1.0,0.9696969696969697
53,0.6666666666666666,1.0,1.0,0.9696969696969697,1.0,1.0
54,1.0,0.9583333333333334,0.9615384615384616,0.9666666666666667,0.9666666666666667,1.0
55,0.9583333333333334,1.0,1.0,0.9333333333333333,1.0,1.0
56,0.9722222222222222,0.5,1.0,1.0,1.0,1.0
57,0.9230769230769231,0.9833333333333333,1.0,1.0,0.5,1.0
58,0.75,0.9795918367346939,0.0,1.0,1.0,0.96875
59,0.9814814814814815,0.8571428571428571,1.0,0.9696969696969697,1.0,1.0
60,0.9166666666666666,1.0,0.967741935483871,1.0,1.0,1.0
61,1.0,1.0,0.5,1.0,0.975609756097561,1.0
62,1.0,0.967741935483871,1.0,1.0,1.0,1.0
63,0.9714285714285714,1.0,0.9545454545454546,1.0,1.0,1.0
64,0.9629629629629629,0.9666666666666667,0.984375,1.0,0.9444444444444444,1.0
65,0.6666666666666666,0.96,1.0,1.0,1.0,1.0
66,0.9565217391304348,1.0,0.9444444444444444,1.0,1.0,1.0
67,1.0,0.9523809523809523,1.0,1.0,1.0,1.0
68,1.0,0.9,0.9090909090909091,1.0,0.9166666666666666,1.0
69,0.9285714285714286,1.0,0.9782608695652174,0.972972972972973,0.9772727272727273,1.0
70,0.8888888888888888,1.0,0.9473684210526315,1.0,1.0,1.0
71,0.967741935483871,0.9444444444444444,1.0,1.0,1.0,1.0
72,1.0,0.8571428571428571,0.95,0.9722222222222222,1.0,0.9814814814814815
73,0.967741935483871,1.0,0.9714285714285714,0.9830508474576272,1.0,1.0
74,0.8888888888888888,0.9736842105263158,0.9655172413793104,1.0,0.9777777777777777,1.0
75,0.75,1.0,0.9523809523809523,1.0,0.9833333333333333,1.0
76,0.9090909090909091,0.8,0.5,0.9411764705882353,0.9795918367346939,1.0
77,0.9583333333333334,0.9807692307692307,1.0,0.5,0.9836065573770492,1.0
78,1.0,1.0,1.0,1.0,1.0,0.9736842105263158
79,0.9375,1.0,1.0,0.9814814814814815,1.0,1.0
80,0.9523809523809523,1.0,0.9411764705882353,1.0,1.0,1.0
81,1.0,1.0,1.0,0.98,1.0,1.0
82,0.8333333333333334,0.9565217391304348,1.0,0.9230769230769231,1.0,1.0
83,0.8888888888888888,0.0,0.8,0.9743589743589743,0.9444444444444444,1.0
84,0.9642857142857143,0.9411764705882353,0.8888888888888888,1.0,0.5,1.0
85,1.0,0.9629629629629629,0.9,1.0,0.9795918367346939,1.0
86,1.0,1.0,0.9795918367346939,1.0,0.9629629629629629,1.0
87,0.8,0.9090909090909091,0.75,0.9565217391304348,1.0,0.9814814814814815
88,0.75,1.0,1.0,0.9565217391304348,0.8333333333333334,1.0
89,1.0,1.0,1.0,0.8571428571428571,1.0,1.0
90,0.9705882352941176,0.9333333333333333,0.75,1.0,0.9818181818181818,1.0
91,0.9772727272727273,1.0,0.972972972972973,1.0,0.9767441860465116,1.0
92,0.9705882352941176,1.0,0.9,0.9714285714285714,0.9722222222222222,1.0
93,0.0,0.875,1.0,1.0,1.0,1.0
94,0.0,1.0,0.9545454545454546,1.0,0.9736842105263158,1.0
95,0.9615384615384616,1.0,1.0,1.0,0.9841269841269841,1.0
96,0.9565217391304348,1.0,1.0,1.0,0.9166666666666666,1.0
97,0.9411764705882353,0.967741935483871,0.9811320754716981,0.9743589743589743,0.9583333333333334,1.0
98,0.9642857142857143,0.9583333333333334,0.9090909090909091,1.0,1.0,1.0
99,1.0,1.0,1.0,1.0,0.972972972972973,0.9807692307692307
100,1.0,1.0,1.0,0.9848484848484849,1.0,1.0
